tickers,company,listed_market,listing_date,issue_price,company_website,business_address,main_business,diluted_earnings_per_share 06/30/24,diluted_earnings_per_share 03/31/24,diluted_earnings_per_share 12/31/23,diluted_earnings_per_share 09/30/23,weighted_earnings_per_share 06/30/24,weighted_earnings_per_share 03/31/24,weighted_earnings_per_share 12/31/23,weighted_earnings_per_share 09/30/23,net_asset_per_share 06/30/24,net_asset_per_share 03/31/24,net_asset_per_share 12/31/23,net_asset_per_share 09/30/23,return_on_equity 06/30/24,return_on_equity 03/31/24,return_on_equity 12/31/23,return_on_equity 09/30/23,operating_profit_margin 06/30/24,operating_profit_margin 03/31/24,operating_profit_margin 12/31/23,operating_profit_margin 09/30/23,net_profit_margin 06/30/24,net_profit_margin 03/31/24,net_profit_margin 12/31/23,net_profit_margin 09/30/23,return_on_assets 06/30/24,return_on_assets 03/31/24,return_on_assets 12/31/23,return_on_assets 09/30/23,current_ratio 06/30/24,current_ratio 03/31/24,current_ratio 12/31/23,current_ratio 09/30/23,quick_ratio 06/30/24,quick_ratio 03/31/24,quick_ratio 12/31/23,quick_ratio 09/30/23,cash_ratio 06/30/24,cash_ratio 03/31/24,cash_ratio 12/31/23,cash_ratio 09/30/23,debt_to_asset_ratio 06/30/24,debt_to_asset_ratio 03/31/24,debt_to_asset_ratio 12/31/23,debt_to_asset_ratio 09/30/23
000059,华锦股份,深圳证券交易所,1997-01-30,5.38,http://www.huajinchem.com,辽宁省盘锦市双台子区红旗大街,由聚烯烃产品、油品、液化产品、尿素和精细化工产品构成。,-0.4685,-0.3161,0.0519,-0.2455,-0.4645,-0.3133,0.04,-0.2451,8.4714,8.6282,8.9326,8.6635,-5.48,-3.63,0.49,-2.83,-3.399,-5.377,0.226,-0.9471,-3.5404,-5.3506,0.1801,-1.191,-2.6566,-1.8084,0.2606,-1.371,3.8277,5.0415,2.8141,3.2631,2.0607,2.6657,1.9602,2.0558,140.4004,166.3467,138.4113,126.5879,49.5369,48.1913,53.0372,49.2572
000060,中金岭南,深圳证券交易所,1997-01-23,8.0,http://www.nonfemet.com,广东省深圳市福田深南大道6013号中国有色大厦23-26楼,主要从事铅锌等有色金属的采矿、选矿、冶炼、销售及有色金属贸易业务;铝型材、幕墙门窗、电池材料等业务。,0.1837,0.0852,0.2782,0.2637,0.13,0.06,0.18,0.17,3.6545,3.5459,3.5626,3.427,3.97,1.81,5.17,5.59,2.6919,2.2102,1.8112,2.2718,2.2425,1.7687,1.5854,1.866,1.5178,0.7008,2.4171,2.1696,1.4198,1.5757,1.3732,1.3907,0.6198,0.7368,0.609,0.6936,34.4883,45.3481,31.1843,39.3652,62.3853,62.3187,60.2202,63.3498
000061,农产品,深圳证券交易所,1997-01-10,8.38,http://www.szap.com,广东省深圳市福田区深南大道7028号时代科技大厦13楼,农产品批发市场的开发、建设、经营和管理。,0.1811,0.0648,0.3527,0.2431,0.1254,0.0486,0.2646,0.172,3.6177,3.6508,3.6021,3.516,3.47,1.33,7.34,4.89,18.3972,15.732,15.5975,14.4663,13.1514,10.4676,10.9017,10.1822,1.5008,0.5324,2.8121,1.9343,0.4355,0.4404,0.4279,0.4417,0.3342,0.336,0.3238,0.3184,17.3371,19.3648,18.4407,15.9629,61.3875,61.741,62.812,63.3401
000062,深圳华强,深圳证券交易所,1997-01-30,11.4,http://www.szhq000062.com,广东省深圳市福田区华强北路华强广场A座5楼,"面向电子信息产业链的现代高端服务业,为产业链上的各环节提供线上线下交易服务、产品服务、技术服务、信息服务、数据服务和创新创业配套等服务,打造面向电子信息产业的国内一流线下、线上交易服务平台。",0.2014,0.0689,0.5291,0.4542,0.1688,0.0549,0.4468,0.3925,6.8293,6.9157,6.858,6.8949,2.47,0.79,6.52,5.69,2.4854,2.0612,3.3229,4.0931,2.0294,1.6167,2.6871,3.3158,1.2875,0.4357,3.1184,2.8447,1.6098,1.6003,1.5017,1.5349,1.2263,1.1836,1.1863,1.2126,36.6246,37.516,39.3695,42.8107,50.9804,51.0721,54.8013,51.7647
000063,中兴通讯,深圳证券交易所,1997-11-18,6.81,http://www.zte.com.cn,"广东省深圳市南山区高新技术产业园科技南路中兴通讯大厦,香港铜锣湾勿地臣街1号时代广场2座31楼","投资兴办实业,电子及通信设备零部件的销售。",1.1938,0.5773,1.9319,1.6217,1.2,0.57,1.96,1.65,14.72,14.8157,14.22,13.8551,8.14,3.87,13.71,11.83,10.0461,10.5183,8.2562,9.5274,9.1385,9.0299,7.4373,8.6772,2.7787,1.3245,4.5984,4.1029,1.9053,1.9551,1.909,1.9964,1.3906,1.4644,1.4136,1.3862,89.1477,102.2777,94.5957,90.4628,65.5679,65.8222,65.9972,64.6693
000065,北方国际,深圳证券交易所,1998-06-05,3.98,http://www.norinco-intl.com,北京市石景山区政达路6号院北方国际大厦,"国际工程承包、国内建筑工程和房地产业务,重型装备出口贸易、物流服务、物流自动化设备系统集成服务、太阳能产品贸易及新能源项目开发、金属包装容器的生产和销售等业务。",0.5769,0.2783,0.9518,0.7516,0.52,0.253,0.88,0.66,8.8715,8.6952,8.4486,8.2751,6.06,3.03,10.84,8.33,6.1081,6.0792,5.1977,6.0058,5.5516,5.5613,4.4383,5.1468,2.3835,1.1494,4.0139,3.468,1.5635,1.4956,1.4933,1.6439,1.4136,1.3157,1.3499,1.5166,54.2683,54.5222,57.3376,71.0841,59.8764,60.6389,60.8795,57.8816
000066,中国长城,深圳证券交易所,1997-06-26,6.58,http://www.greatwall.com.cn,广东省深圳市南山区科技园中电长城大厦,网络安全与信息化、高新电子、电源、园区与物业服务及其他业务。,-0.1213,-0.0774,-0.2704,-0.2395,-0.131,-0.077,-0.303,-0.258,3.7951,3.8156,3.9315,3.9869,-3.44,-2.03,-7.71,-6.46,-6.1824,-9.8134,-6.5339,-8.8742,-6.4396,-9.3693,-6.4993,-9.5935,-1.1448,-0.7319,-2.5554,-2.3304,1.7408,1.985,1.9486,2.0599,1.0684,1.2309,1.3641,1.2637,34.5504,40.3642,41.0277,46.9469,60.6044,60.3851,59.3417,57.6911
000068,华控赛格,深圳证券交易所,1997-06-11,5.45,http://www.huakongseg.com.cn,广东省深圳市福田区太平金融大厦29楼,受托资产管理、投资咨询、企业管理咨询、经济信息咨询(不含银行、证券、保险、基金等金融业务、人才中介服务及其他限制项目);市场营销策划;投资兴办实业(具体项目另行申报);国内贸易(不含专营、专控、专卖商品);货物及技术进出口业务。,-0.0612,-0.0239,0.6316,0.3781,-0.0552,-0.0234,0.6495,0.3802,0.6396,0.6713,0.6948,0.4254,-8.63,-3.49,93.49,89.36,-24.0327,-16.6621,77.1274,64.3059,-25.3608,-14.7022,69.0272,62.7074,-1.6384,-0.5921,14.9762,9.2239,0.7391,0.8017,0.8488,0.649,0.701,0.7801,0.8321,0.6015,9.4647,23.4888,29.4864,5.7464,73.4462,74.5001,75.0462,80.5098
000069,华侨城A,深圳证券交易所,1997-09-10,6.18,http://www.octholding.com,广东省深圳市南山区华侨城办公楼,旅游综合、房地产和纸包装业务。,-0.1803,-0.069,-1.0284,-0.4957,-0.141,-0.0438,-0.7916,-0.4164,7.5655,7.6511,7.5536,7.9359,-1.74,-0.57,-10.48,-5.14,-4.4989,-3.496,-9.9254,-9.4486,-6.2994,-6.3716,-15.1317,-12.8012,-0.4105,-0.1524,-2.2734,-1.0422,1.6454,1.7396,1.6134,1.6332,0.6025,0.611,0.5759,0.5676,31.0473,31.5575,30.6694,30.6082,76.0918,76.4939,76.8119,76.8047
000070,ST特信,深圳证券交易所,2000-05-11,7.9,http://www.sdgi.com.cn,广东省深圳市南山区高新区中区科丰路2号特发信息港大厦B栋18楼,"光纤、光缆、通信设备、电力电缆、电力通信光缆、金具及附件、无源光纤网络终端、无线路由器、IPTV机顶盒、分离器和智能路由器系列产品、军用航空通讯设备、数据记录仪和弹载计算机的研发、生产、销售,以及通信系统集成及技术服务。",0.0238,0.0224,-0.2497,0.009,-0.0029,0.0157,-0.3097,-0.0221,2.114,2.1331,2.1177,2.4079,-0.14,0.74,-14.29,-0.89,1.8756,2.5421,-4.0461,0.3621,0.8955,1.8886,-4.5529,0.2288,0.2596,0.2338,-2.7795,0.0976,1.4126,1.5099,1.3239,1.389,1.0107,1.053,0.9174,1.0336,17.2389,30.7039,18.149,16.1548,70.4371,71.074,69.2281,66.9492
000078,海王生物,深圳证券交易所,1998-12-18,5.36,http://www.neptunusbio.com,广东省深圳市南山区科技园科技中三路1号海王银河科技大厦24楼,生物制品、生化制品、海洋药物、海洋生物制品、中成药的生产销售。,0.0419,0.0251,-0.6249,0.0676,0.0173,0.0162,-0.6423,0.0322,1.1079,1.1071,1.0916,1.7342,1.49,1.4,-56.28,1.85,1.2854,1.5055,-4.031,1.1501,0.6932,0.8552,-4.7202,0.6495,0.363,0.2118,-5.3213,0.5165,1.0429,1.0378,1.039,1.0669,0.9137,0.9141,0.9063,0.949,15.3092,14.1455,13.3808,11.0685,86.6193,86.9707,86.9448,82.8217
000088,盐田港,深圳证券交易所,1997-07-28,5.31,http://www.yantian-port.com,广东省深圳市盐田区盐田港海港大厦十七层至十九层,"港口投资开发与经营,码头建设工程管理,收费高速公路经营管理,海关监管仓和其他港口配套仓储经营。",0.1519,0.0627,0.2747,0.2456,0.1465,0.06,0.26,0.2225,3.0604,3.1649,3.1034,4.3964,4.79,1.9,8.33,5.06,167.8082,138.7651,138.9105,87.1294,159.989,135.0112,131.7981,81.511,2.9573,1.209,5.3467,3.2714,1.5675,1.4876,1.455,4.2527,1.5641,1.484,1.451,4.2394,115.6238,136.6249,133.5822,350.8563,33.6889,32.3,32.971,32.876
000089,深圳机场,深圳证券交易所,1998-04-20,6.38,http://www.szairport.com,广东省深圳市宝安区宝安机场T3商务区配套写字楼A栋,航空主业以及航空主业延伸出的非航空业务。,0.085,0.0461,0.1948,0.0809,0.085,0.0461,0.1934,0.0799,5.4046,5.4659,5.42,5.2888,1.57,0.84,3.57,1.51,9.6517,10.2879,12.0531,6.6616,7.742,8.379,9.591,5.4559,0.7111,0.3941,1.6524,0.6636,1.5218,1.2853,1.0817,0.8247,1.5195,1.2828,1.0793,0.8226,96.0368,53.8351,32.8664,29.377,54.7551,53.2632,54.0009,56.574
000090,天健集团,深圳证券交易所,1999-07-21,8.0,http://www.tagen.cn,"广东省深圳市福田区莲花街道紫荆社区红荔路7019号天健商务大厦16,17,18,19楼",主营业务：,0.1018,0.0379,0.8057,0.5491,0.1172,0.0521,0.7397,0.5328,7.6615,7.8201,7.8008,7.5855,1.72,0.67,10.41,7.24,5.246,4.6513,7.0691,8.2809,3.2421,2.5726,5.5757,5.8183,0.2782,0.1042,2.1668,1.5273,1.3345,1.3384,1.2802,1.4203,0.7098,0.721,0.6991,0.7072,24.2108,22.0306,23.5495,20.5307,78.3465,77.7209,78.2589,78.2227
000096,广聚能源,深圳证券交易所,2000-07-24,6.0,http://www.gj000096.com,广东省深圳市南山区海德三道天利中央商务广场22楼,"成品油批发零售及仓储、土地及物业租赁、化工贸易,以及证券投资、电力企业等股权投资。",0.045,0.0142,0.1728,0.1183,0.0424,0.013,0.1669,0.114,5.1362,5.1478,5.135,4.9753,0.83,0.25,3.25,2.29,3.2111,2.2497,4.9563,4.4628,2.2676,1.429,3.5743,3.2839,0.8112,0.2577,3.1191,2.2178,8.7343,12.9182,11.4475,14.6743,8.4193,12.5851,11.277,13.6583,625.7153,974.0959,890.9826,1120.9163,7.1495,5.9135,6.4661,5.9166
000099,中信海直,深圳证券交易所,2000-07-31,10.2,http://www.cohc.citic,广东省深圳市南山区南海大道3533号深圳直升机场,海上石油、港口引航、陆上通航、通航维修、融资租赁等。,0.168,0.1086,0.3063,0.2437,0.1707,0.1077,0.31,0.2506,6.6655,6.6842,6.5765,6.5272,2.56,1.61,4.69,3.84,17.7878,23.0706,15.3656,16.9955,13.5477,18.4211,12.063,13.425,2.0257,1.3077,3.7719,3.0494,5.342,5.2968,4.8115,4.7155,4.7738,4.7186,4.2966,4.2395,248.3467,285.2799,214.182,185.9287,17.6822,17.528,16.9836,16.3381
000100,TCL科技,深圳证券交易所,2004-01-30,4.26,http://www.tcltech.com,广东省惠州仲恺高新区惠风三路17号TCL科技大厦,半导体显示产品及材料的研发、生产和销售及产业金融、投资及创投业务。,-0.0249,-0.0178,0.2546,0.2965,0.053,0.0128,0.1179,0.0858,2.7887,2.8586,2.8181,2.7867,1.9,0.45,4.19,3.08,-0.7046,-1.1664,2.9732,4.6375,-0.5836,-0.8359,2.7418,4.1834,-0.1224,-0.0852,1.2487,1.4307,1.008,1.0677,1.031,1.186,0.8137,0.8823,0.8447,0.9686,19.4383,24.5333,22.6807,32.5143,63.8441,62.8981,62.0576,62.7014
000151,中成股份,深圳证券交易所,2000-09-06,7.78,http://www.complant-ltd.com,北京市东城区安定门西滨河路9号,成套设备与技术进出口、一般贸易和境外实业投资和项目管理等业务。,-0.4478,-0.1496,-1.4719,-0.1894,-0.3074,-0.112,-0.7785,-0.0354,1.6548,1.8384,1.9666,2.0086,-18.57,-6.09,-39.59,-1.76,-21.6975,-10.3518,-14.9796,-1.9474,-22.4601,-10.6697,-16.1892,-2.8392,-5.2091,-1.5251,-15.0399,-1.6952,1.1426,1.0863,1.1184,1.1673,1.0664,1.0268,1.0644,1.1135,62.2435,52.3769,59.9074,50.0662,75.9339,76.3491,74.2239,69.7521
000153,丰原药业,深圳证券交易所,2000-09-20,18.8,http://www.bbcayy.com,安徽省合肥市包河区大连路16号,医药制造和商业流通。,0.2125,0.1396,0.4737,0.4256,0.2156,0.1416,0.4796,0.429,4.1923,5.8426,5.6905,5.6161,5.14,2.42,8.43,7.64,5.8374,5.9411,4.9879,5.8596,4.28,4.1371,3.6791,4.3836,2.0938,0.9858,3.582,3.4013,0.9385,0.9429,0.945,0.9464,0.6865,0.6903,0.6602,0.634,11.1435,14.9094,15.8869,11.3826,58.0977,58.0968,56.3041,54.5026
000155,川能动力,深圳证券交易所,2000-09-26,6.18,http://www.cndl155.com,四川省成都市武侯区剑南大道中段716号2号楼16楼,"风力发电、光伏发电、垃圾发电等新能源发电业务,锂矿开采、锂盐加工等锂电储能业务,以及环卫一体化和环保设备销售业务。",0.3833,0.3373,0.875,0.6628,0.41,0.28,0.54,0.382,5.6787,5.2888,5.0056,4.0222,6.04,5.33,10.79,9.5,44.828,55.9056,42.948,44.7471,39.244,49.6328,38.981,39.946,2.7927,2.1263,5.932,4.591,2.159,1.7553,1.5847,1.6036,2.1053,1.6995,1.5476,1.577,131.8581,99.9438,79.2063,84.3724,49.2475,54.9136,53.8182,54.6793
000156,华数传媒,深圳证券交易所,2000-09-06,8.98,http://www.wasu.com,浙江省杭州市滨江区长江路179号华数产业园B座9楼,有线电视网络业务、全国范围内的新媒体业务、宽带网络及智慧城市业务等。,0.1313,0.0594,0.3798,0.2899,0.131,0.06,0.37,0.2866,7.6749,7.608,7.5565,7.4759,1.61,0.75,4.65,3.62,6.3126,6.379,7.1983,8.109,5.5978,5.3854,7.2494,8.0574,0.8569,0.3817,2.4033,1.8704,1.1571,1.2043,1.1292,1.0166,1.0406,1.0886,1.0111,0.9122,60.3969,70.9206,61.1156,49.4992,45.6058,46.9606,48.0612,47.6059
000157,中联重科,深圳证券交易所,2000-10-12,12.74,http://www.zoomlion.com,湖南省长沙市银盆南路361号,工程机械和农业机械的研发、制造、销售和服务。,0.2929,0.1176,0.4345,0.3529,0.27,0.11,0.42,0.34,6.435,6.5913,6.5,6.2368,4.1,1.6,6.22,5.28,11.5811,9.9379,8.821,9.3669,10.3607,8.6678,8.0105,8.6238,1.9451,0.7673,2.8816,2.2399,1.5363,1.5976,1.5595,1.4254,1.0763,1.1063,1.1094,1.0367,39.6643,39.9092,41.9904,36.5946,54.9902,54.8495,54.7866,58.436
000158,常山北明,深圳证券交易所,2000-07-24,6.18,http://www.csbmkj.com,河北省石家庄市长安区广安大街34号天利商务大厦九层,纯棉纱布和涤棉纱布的生产销售;自产产品和技术的进出口业务;棉花批发、零售;软件及计算机服务业务。,-0.1606,-0.0867,-0.0797,-0.0956,-0.1524,-0.082,-0.06,-0.0815,3.5099,3.5805,3.6624,3.6412,-4.34,-2.29,-1.64,-2.24,-9.5055,-15.2286,-1.4939,-2.9042,-9.1168,-15.747,-1.4144,-3.2853,-1.6679,-0.8824,-0.7381,-1.0105,1.1237,1.1503,1.1355,1.1546,0.7414,0.7648,0.8517,0.765,18.9169,18.8633,35.2176,17.1476,63.8591,63.8353,66.2899,61.681
000159,国际实业,深圳证券交易所,2000-09-26,5.88,http://www.xjgjsy.com,新疆乌鲁木齐市新市区常州街189号,"石油石化产品批发、销售、仓储、运输业务,原油炼化、生物柴油等加工业务;能源贸易业务;房地产开发营销;投资金融领域。",0.0439,0.017,0.1679,0.1199,0.044,0.0171,0.1681,0.12,5.1379,5.0986,5.0782,5.036,0.86,0.34,3.31,2.38,1.0702,1.6101,2.104,1.5473,1.1157,1.162,1.7877,1.3374,0.525,0.2292,2.1735,1.6582,1.615,1.9447,1.8064,1.9885,0.9614,1.2016,1.123,1.1529,12.8642,21.3585,29.2485,26.967,38.5154,31.4019,34.2602,30.3434
000166,申万宏源,深圳证券交易所,2015-01-26,4.86,http://www.swhygh.com,"新疆乌鲁木齐市高新区北京南路358号大成国际大厦20楼2001室,北京市西城区太平桥大街19号,香港湾仔皇后大道东248号大新金融中心40楼",金融投资、股权投资等。,0.1143,0.0662,0.2187,0.2002,0.08,0.06,0.18,0.17,4.0675,4.0757,3.9994,3.9791,2.09,1.36,4.6,4.36,--,--,--,--,--,--,--,--,0.4713,0.2638,0.8616,0.818,--,--,--,--,--,--,--,--,--,--,--,--,78.5668,79.1481,79.7314,79.6064
000301,东方盛虹,深圳证券交易所,2000-05-29,4.18,http://www.jsessh.com,江苏省苏州市吴江区盛泽镇登州路289号国家先进功能纤维创新中心研发大楼西楼,"民用涤纶长丝的研发、生产和销售,电力、热能、平台贸易。",0.046,0.0369,0.1076,0.3747,0.05,0.04,0.11,0.36,3.6524,3.7136,3.693,3.9206,0.91,0.69,2.02,6.59,-0.01,0.1655,0.1736,2.7256,0.4173,0.6647,0.5064,2.3902,0.1502,0.1211,0.3739,1.3229,0.4713,0.4892,0.4311,0.554,0.1991,0.2123,0.1917,0.2763,12.3377,14.1798,13.1612,18.2171,82.5959,82.2325,81.341,79.9043
000333,美的集团,深圳证券交易所,2013-09-18,44.56,http://www.midea.com,"广东省佛山市顺德区北滘镇美的大道6号美的总部大楼,香港九龙观塘道348号宏利广场5楼",美的集团股份有限公司是一家主要从事家用电器的制造和销售的中国公司。该公司主要产品分为消费电器、暖通空调（HAVC）和机器人及自动化系统三类。该公司的产品主要包括中央空调、供暖及通风系统、厨房家电、冰箱、洗衣机和其他小家电，如饮水机、净水设备、空气净化器、电热水壶、吸尘器和加湿器。该公司还从事电机生产和物流业务。该公司的产品销往国内与海外市场。,3.0288,1.2967,4.8031,4.0233,3.01,1.31,4.92,4.05,23.6095,24.7495,23.1831,22.2204,12.62,5.22,20.7,17.74,11.6503,10.0408,10.8369,11.6037,9.7302,8.5167,9.0704,9.717,4.1729,1.8146,6.9429,6.083,1.092,1.1483,1.1197,1.1207,0.9461,0.9861,0.9313,0.9838,41.9254,40.6163,36.7904,44.2626,65.2044,63.0765,64.1387,63.8161
000338,潍柴动力,深圳证券交易所,2007-04-30,20.47,http://www.weichaipower.com,"山东省潍坊市高新技术产业开发区福寿东街197号甲,香港干诺道中168-200号信德中心招商局大厦2102-03室",内燃机的研发、制造、销售及维修。,0.845,0.3833,1.2848,0.9164,0.68,0.3,1.04,0.75,9.6237,9.4919,9.0912,8.8658,7.03,3.14,11.36,8.4,7.9604,7.2915,6.0317,5.8588,6.5551,5.9324,5.2401,4.9862,2.1461,0.9874,3.3543,2.4589,1.2545,1.3763,1.3537,1.3714,1.0123,1.1131,1.0942,1.1269,53.2914,63.1073,66.7992,60.884,65.5454,65.5549,66.2867,66.0884
000400,许继电气,深圳证券交易所,1997-04-18,9.24,http://www.xjec.com,河南省许昌市许继大道1298号,智能变配电、智能用电、直流输电控制保护、特种节能一次设备、工业及交通智能供用电等五大业务。,0.7094,0.2586,1.1639,0.8893,0.6195,0.2346,0.996,0.7657,10.8527,10.7528,10.5053,10.5393,5.68,2.16,9.39,7.19,11.4537,10.5152,7.1341,9.6499,10.5759,9.3804,6.9517,8.4975,3.198,1.1776,5.4148,4.3214,1.801,1.8103,1.8088,1.9355,1.5234,1.5364,1.534,1.5823,49.2402,52.4546,51.2416,49.2453,46.2762,46.5027,46.6133,43.9432
000401,冀东水泥,深圳证券交易所,1996-06-14,5.38,http://www.jdsn.com.cn,北京东城区北三环东路36号环球贸易中心A座25层,"生产和销售水泥熟料、各类硅酸盐水泥和与水泥相关的建材产品,同时涵盖砂石骨料、环保、矿粉、外加剂等产业(业务)。",-0.3358,-0.4562,-0.6577,-0.1683,-0.2789,-0.388,-0.518,-0.1013,10.4404,10.3817,10.8039,11.2828,-2.9,-3.98,-5.22,-1.07,-7.7537,-39.2629,-6.9712,-2.3132,-7.9563,-36.2998,-6.1924,-2.0025,-1.5027,-2.0183,-2.9178,-0.7128,0.9655,0.9752,0.901,1.1694,0.7524,0.7373,0.6994,0.9134,40.759,44.156,40.0208,50.8598,50.2639,51.1322,48.9398,49.266
000402,金融街,深圳证券交易所,1996-06-26,3.68,http://www.jrjkg.com.cn,北京市西城区金城坊街7号,主营业务：,-0.6775,-0.0728,-0.7215,-0.487,-0.66,-0.09,-0.65,-0.45,11.3694,11.9395,12.0238,12.2268,-5.84,-0.79,-5.41,-3.66,-20.8833,-2.6677,-20.3465,-20.506,-20.9758,-3.5375,-17.1559,-17.7517,-1.476,-0.155,-1.4938,-0.9691,3.2692,3.2072,3.1781,2.5839,0.919,0.8513,0.8317,0.762,49.9549,46.2378,46.788,47.2141,72.9353,71.8139,72.1483,72.7582
000403,派林生物,深圳证券交易所,1996-06-28,3.78,http://www.slbiop.com,上海市闵行区虹桥商务区申滨路168号丽宝广场TIB号楼3层,血液制品的研发、生产与销售。,0.4461,0.1663,0.8342,0.4447,0.4474,0.1669,0.8384,0.446,10.3895,10.3052,10.1346,9.7391,4.29,1.61,8.24,4.57,33.6652,34.2287,29.8527,27.1044,28.7786,27.9748,26.2578,23.6987,3.7002,1.3979,7.085,3.9518,3.7163,4.0064,3.7151,3.637,2.4778,2.7204,2.729,2.5038,92.4118,115.064,154.9944,92.5825,13.8924,13.4582,14.004,13.5282
000404,长虹华意,深圳证券交易所,1996-06-19,4.08,http://www.hua-yi.cn,江西省景德镇市高新区长虹路1号,冰箱压缩机、新能源汽车配件、家庭服务机器人行业。,0.46,0.166,0.7634,0.5813,0.3259,0.1148,0.5203,0.3952,5.5273,5.5635,5.4942,5.3714,5.9,2.06,9.47,7.36,5.5028,4.062,4.4349,4.2069,4.7574,3.4582,4.1222,3.7718,2.1195,0.7826,3.8217,3.0277,1.1964,1.2667,1.3114,1.3086,1.0622,1.121,1.0999,1.1683,62.42,65.5029,64.9554,67.9894,65.8824,65.3077,62.6413,62.063
000407,胜利股份,深圳证券交易所,1996-07-03,6.0,http://www.vicome.com,山东省济南市高新区港兴三路北段济南药谷1号楼B座31-33F,"塑胶管道、生物技术、国内外贸易和化学农药,天然气终端应用服务。",0.1211,0.0338,0.2427,0.1617,0.0932,0.0227,0.1743,0.1158,3.3198,3.3016,3.2769,3.2018,2.81,0.69,5.32,3.62,6.2618,3.447,6.0469,5.9395,4.8579,2.4704,4.5677,4.3664,1.5853,0.4284,3.0712,2.1321,0.7636,0.6707,0.621,0.6347,0.5924,0.4946,0.4897,0.5029,26.6984,23.2955,25.5556,23.858,51.069,52.6713,53.2368,52.4318
000408,藏格矿业,深圳证券交易所,1996-06-28,4.8,http://www.zanggekuangye.com,青海省格尔木市昆仑南路15-2号;中国(四川)自由贸易试验区成都高新区天府大道北段1199号2栋19楼,钾肥(氯化钾)的生产和销售。,0.8173,0.3335,2.1591,1.8751,0.8258,0.34,2.18,1.8902,8.3053,8.6063,8.2621,7.8413,9.88,3.89,26.19,23.95,85.1026,92.128,77.7506,79.05,73.3253,85.7979,65.2992,70.7411,9.3411,3.6955,24.2155,22.1649,3.2337,5.4505,3.3603,3.0404,2.6317,4.5496,2.828,2.6521,117.8011,237.3987,169.5913,128.5643,5.1734,4.706,7.3898,7.3482
000409,云鼎科技,深圳证券交易所,1996-06-27,5.68,http://www.yundingkeji.cn,山东省济南市工业南路57-1号高新万达J3写字楼,铁矿石采选、生产和加工、贵金属采选、医药大健康和新能源、轮胎制造等。,0.1241,0.0719,0.1709,0.1072,0.1093,0.0697,0.093,0.0564,2.1954,2.1534,2.1866,2.1463,4.89,3.24,4.25,2.63,14.1641,13.0023,11.5622,12.5837,13.1614,12.5236,9.9446,10.1337,3.5692,1.9756,4.3032,2.8807,2.9348,2.5523,2.4507,2.6517,2.54,2.2183,2.1406,2.2259,125.7818,95.8833,99.3667,91.997,27.5189,31.7041,33.5182,30.9285
